1419,-2,55022
2035,46,55022
2552,50,55025
3100,47,55034
3621,50,55049
4169,51,55069
4690,53,55094
5238,53,55123
5747,53,55154
6294,55,55186
6835,54,55218
7351,55,55248
7958,56,55278
8502,54,55301
9021,55,55322
9573,52,55337
10088,56,55348
10641,54,55355
11221,53,55359
11772,66,55359
12287,62,55359
12895,52,55353
13473,52,55349
14027,53,55345
14578,53,55344
15158,51,55344
15711,50,55349
16291,52,55359
16897,51,55372
17412,51,55387
18028,60,55408
18545,49,55429
19093,49,55452
19613,59,55475
20161,58,55498
20681,48,55519
21229,59,55542
21770,61,55558
22286,46,55573
22827,63,55588
23374,46,55598
23949,59,55609
24493,61,55619
25080,45,55629
25631,44,55639
26146,57,55651
26699,44,55665
27214,58,55681
27765,43,55700
28312,60,55721
28888,43,55749
29465,59,55777
30020,43,55811
30572,67,55843
31087,65,55875
31640,62,55907
32155,66,55939
32708,44,55969
33224,44,55998
33765,45,56025
34281,68,56051
34821,63,56077
35369,48,56102
35977,66,56131
36556,40,56161
37104,51,56187
37623,51,56214
38171,52,56241
38693,54,56267
39240,54,56293
39751,56,56318
40298,52,56343
40839,54,56367
41355,54,56390
41964,53,56415
42511,58,56439
43090,55,56466
43639,58,56496
44155,50,56520
44708,49,56551
45223,49,56584
45774,49,56621
46289,57,56661
46897,37,56707
47473,51,56754
48028,55,56795
48578,54,56836
49158,54,56881
49711,57,56921
50291,56,56965
50897,62,57008
51473,54,57050
52028,57,57085
52577,57,57118
53157,59,57152
53710,56,57180
54225,55,57208
54776,53,57235
55291,53,57263
55900,52,57297
56477,54,57330
57031,53,57369
57550,53,57406
58098,55,57446
58618,53,57486
59166,54,57528
59686,54,57570
60233,54,57613
60775,51,57657
61290,53,57702
61832,51,57755
62379,53,57797
62955,56,57852
63499,57,57901
64018,47,57954
64571,55,57994
65086,57,58039
65640,54,58084
66155,62,58127
66708,55,58170
67223,59,58215
67773,62,58259
68289,56,58301
68831,52,58340
69379,57,58378
69954,43,58421
70498,47,58460
71017,57,58501
71564,49,58544
72112,54,58590
72696,52,58645
73244,56,58696
73756,54,58747
74304,52,58801
74845,50,58864
75425,50,58921
76042,61,58987
76563,58,59044
77110,65,59100
77631,59,59152
78179,51,59202
78763,56,59257
79311,54,59306
79886,53,59361
80434,55,59411
81017,60,59466
81570,56,59514
82086,51,59563
82640,53,59612
83155,53,59663
83708,55,59715
84223,57,59767
84773,54,59821
85288,53,59876
85830,54,59931
86378,52,59986
86953,54,60050
87498,51,60110
88049,49,60171
88628,59,60241
89176,58,60303
89696,59,60364
90244,65,60429
90756,59,60479
91303,42,60536
91845,43,60591
92360,44,60647
92969,45,60708
93514,47,60762
94097,47,60825
94644,52,60883
95159,51,60944
95710,53,61006
96225,54,61069
96776,54,61132
97291,55,61193
97835,53,61255
98383,57,61316
98958,57,61386
99505,58,61450
100024,55,61521
100576,54,61577
101091,54,61641
101641,58,61705
102156,52,61769
102703,53,61831
103219,55,61892
103768,56,61952
104316,53,62012
104889,56,62082
105436,54,62145
106020,55,62216
106577,56,62281
107093,54,62346
107641,54,62414
108157,49,62483
108710,51,62554
109225,49,62634
109776,59,62697
110291,56,62768
110834,54,62838
111381,48,62907
111956,60,62984
112502,51,63052
113021,52,63126
113570,48,63182
114118,65,63249
114697,51,63325
115245,52,63394
115758,53,63462
116306,56,63532
116912,55,63612
117428,57,63685
118043,55,63778
118561,54,63843
119109,56,63918
119630,56,63992
120178,51,64067
120699,62,64143
121246,52,64218
121756,51,64294
122303,57,64369
122844,55,64445
123360,57,64519
123969,54,64603
124513,62,64675
125096,52,64756
125647,50,64828
126162,62,64901
126716,46,64985
127295,56,65060
127840,63,65136
128355,64,65222
128962,64,65299
129510,46,65375
130029,47,65450
130582,51,65525
131161,54,65610
131713,53,65688
132229,56,65767
132771,56,65848
133318,37,65930
133893,51,66018
134470,59,66096
135025,57,66184
135572,57,66261
136120,56,66338
136699,52,66426
137247,52,66505
137763,57,66583
138311,54,66661
138917,56,66749
139494,53,66837
140048,53,66926
140567,56,66996
141114,57,67077
141636,60,67160
142184,58,67245
142769,49,67341
143316,58,67425
143891,50,67519
144439,53,67603
145022,57,67697
145574,47,67782
146089,53,67866
146642,57,67952
147158,53,68040
147711,48,68128
148226,52,68215
148776,59,68301
149291,60,68386
149833,57,68471
150381,55,68555
150956,54,68648
151500,52,68730
152051,53,68813
152631,50,68907
153178,55,68992
153697,57,69078
154245,53,69176
154756,54,69254
155304,53,69343
155846,52,69444
156362,60,69522
156970,61,69625
157515,44,69718
158098,42,69822
158645,43,69914
159161,44,70006
159712,47,70097
160227,53,70187
160778,53,70275
161294,53,70363
161838,52,70451
162385,53,70538
162960,67,70637
163508,57,70725
164026,55,70813
164578,57,70901
165094,55,70988
165643,59,71074
166158,54,71161
166705,53,71248
167221,54,71334
167770,55,71421
168318,52,71508
168891,58,71609
169439,59,71700
170055,52,71815
170635,50,71909
171182,51,72005
171703,55,72102
172251,60,72198
172826,55,72306
173374,56,72401
173981,57,72508
174496,43,72601
175051,55,72696
175572,50,72792
176120,54,72885
176705,62,72989
177252,59,73080
177826,57,73183
178374,55,73275
178982,54,73380
179497,52,73475
180051,59,73571
180571,56,73666
181119,56,73762
181700,56,73870
182248,54,73965
182763,53,74059
183310,50,74154
183852,48,74249
184462,62,74358
185049,43,74467
185564,57,74564
186112,64,74661
186628,62,74759
187176,72,74856
187696,52,74950
188244,56,75046
188787,59,75142
189367,47,75252
189974,54,75363
190489,53,75462
191044,50,75559
191565,54,75655
192112,58,75748
192634,55,75843
193181,54,75937
193701,51,76032
194248,58,76129
194790,53,76226
195370,54,76335
195978,53,76446
196524,53,76545
197107,54,76659
197654,59,76760
198234,50,76874
198781,60,76975
199297,59,77076
199842,60,77178
200357,50,77282
200963,51,77399
201510,53,77502
202029,55,77604
202583,65,77706
203098,57,77808
203651,48,77910
204166,57,78012
204717,52,78116
205232,54,78220
205779,58,78322
206295,56,78436
206836,57,78537
207383,54,78624
207959,53,78737
208503,63,78838
209058,60,78942
209640,58,79060
210187,43,79165
210773,43,79281
211320,67,79385
211894,46,79501
212441,50,79601
213058,54,79714
213639,57,79828
214186,46,79931
214707,48,80034
215255,51,80138
215830,55,80254
216378,51,80355
216985,52,80482
217500,56,80570
218055,58,80671
218640,56,80798
219187,56,80889
219708,53,80991
220255,52,81093
220829,51,81208
221377,50,81311
221985,52,81430
222499,53,81536
223054,54,81643
223573,53,81751
224121,51,81859
224636,53,81979
225183,58,82073
225698,54,82180
226246,52,82287
226764,61,82393
227311,56,82499
227917,54,82620
228433,52,82727
229049,51,82849
229566,53,82957
230113,49,83063
230634,57,83168
231182,55,83274
231702,55,83380
232250,65,83486
232759,49,83594
233307,62,83701
233848,60,83820
234363,61,83912
234972,61,84031
235516,45,84137
236035,51,84242
236587,51,84349
237102,49,84457
237655,54,84564
238235,51,84685
238786,50,84792
239301,51,84898
239843,53,85002
240391,52,85106
240965,53,85223
241511,58,85342
242029,53,85449
242577,53,85544
243124,55,85653
243705,53,85775
244253,45,85884
244767,50,85994
245314,52,86106
245923,52,86232
246500,54,86359
247054,62,86473
247573,58,86585
248120,52,86696
248641,51,86808
249189,52,86920
249709,54,87032
250257,54,87160
250830,50,87273
251378,54,87384
251986,52,87507
252500,59,87616
253055,57,87723
253573,56,87829
254121,57,87936
254636,54,88043
255184,53,88150
255699,65,88259
256247,46,88370
256765,43,88481
257313,43,88592
257919,59,88717
258434,48,88827
259051,51,88951
259568,76,89062
260115,57,89175
260636,49,89285
261184,65,89393
261705,58,89500
262252,53,89606
262794,54,89712
263374,53,89831
263982,54,89950
264529,56,90055
265112,54,90174
265662,54,90279
266242,54,90397
266785,51,90501
267300,52,90608
267845,53,90716
268393,57,90825
269034,64,90964
269581,46,91077
270097,54,91190
270650,48,91304
271165,53,91417
271719,52,91531
272234,46,91662
272785,51,91765
273300,56,91883
273842,55,91999
274389,54,92114
274965,52,92241
275511,58,92354
276062,56,92465
276641,56,92589
277189,58,92699
277705,53,92807
278253,50,92915
278771,46,93022
279318,57,93129
279925,57,93249
280440,43,93355
281056,47,93475
281573,51,93583
282121,53,93693
282642,56,93805
283189,50,93918
283709,52,94032
284257,61,94145
284766,57,94258
285314,53,94371
285855,54,94484
286370,54,94596
286979,53,94721
287523,55,94830
288106,52,94950
288658,56,95055
289174,53,95160
289727,55,95265
290307,59,95386
290851,61,95493
291366,53,95602
291973,57,95723
292520,50,95832
293039,61,95940
293592,53,96050
294107,47,96161
294658,51,96274
295173,56,96389
295720,50,96504
296236,54,96635
296783,51,96736
297298,56,96852
297843,54,96982
298391,54,97082
298966,57,97209
299512,58,97321
300131,54,97445
300716,51,97566
301264,62,97687
301840,57,97793
302387,61,97898
302995,43,98018
303578,69,98137
304126,50,98242
304647,52,98348
305195,56,98453
305779,54,98573
306327,49,98678
306978,57,98810
307522,52,98918
308041,50,99025
308588,52,99134
309104,51,99243
309656,55,99367
310172,53,99462
310725,53,99571
311241,53,99679
311791,54,99788
312306,56,99897
312848,55,100008
313396,59,100118
313970,56,100241
314516,51,100349
315035,57,100456
315582,64,100561
316129,59,100666
316711,62,100787
317258,61,100895
317776,55,101004
318324,57,101112
318930,55,101233
319506,54,101354
320061,53,101461
320578,52,101569
321126,56,101677
321647,57,101799
322194,57,101894
322714,54,102004
323262,54,102114
323836,51,102237
324383,60,102346
324992,44,102468
325506,42,102576
326061,43,102683
326579,44,102790
327126,48,102896
327641,52,103001
328189,54,103105
328705,59,103209
329253,53,103312
329771,54,103414
330319,60,103517
330863,54,103621
331378,55,103724
331985,54,103851
332532,53,103939
333116,56,104053
333635,55,104166
334183,55,104254
334732,56,104355
335312,55,104470
335853,54,104572
336369,48,104676
336978,50,104796
337521,54,104903
338040,53,105010
338588,57,105118
339103,60,105225
339656,52,105331
340172,61,105438
340725,59,105546
