1373,-3,49175
1888,-21,49175
2435,-9,49175
2953,-24,49174
3501,-8,49168
4046,-27,49160
4626,-23,49151
5243,-32,49139
5823,-23,49128
6371,-9,49117
6888,-23,49108
7436,-23,49099
7956,-22,49091
8504,-22,49084
9016,-31,49077
9564,-27,49073
10171,-22,49069
10718,-20,49066
11305,-28,49065
11826,-20,49064
12374,-20,49064
12895,-24,49064
13442,-11,49065
13960,-27,49066
14508,-21,49067
15018,-6,49068
15565,-21,49069
16172,-29,49069
16717,-20,49069
17301,-20,49066
17816,-31,49061
18363,-29,49057
18882,-28,49052
19430,-22,49046
19950,-26,49039
20498,-28,49032
21042,-22,49024
21557,-21,49017
22167,-6,49007
22714,-22,48998
23301,-20,48987
23822,-20,48978
24369,-17,48969
24891,-20,48960
25439,-20,48951
25956,-18,48943
26504,-23,48935
27046,-24,48927
27626,-23,48920
28232,-24,48912
28783,-20,48906
29363,-6,48899
29911,-19,48893
30491,-30,48887
31035,-6,48881
31583,-5,48875
32159,-23,48868
32736,-23,48862
33287,-18,48854
33835,-27,48847
34351,-19,48840
34904,-20,48833
35419,-22,48825
35972,-24,48817
36488,-25,48809
37029,-26,48800
37577,-20,48792
38152,-6,48782
38698,-20,48773
39285,-20,48763
39837,-26,48754
40353,-24,48745
40902,-21,48736
41450,-24,48728
42029,-7,48718
42577,-7,48708
43153,-7,48697
43731,-22,48686
44314,-20,48674
44894,-21,48662
45441,-20,48650
45958,-26,48638
46506,-27,48625
47018,-21,48612
47566,-25,48598
48172,-21,48581
48719,-20,48566
49306,-21,48548
49826,-22,48531
50374,-23,48514
50895,-27,48497
51443,-24,48480
51960,-23,48463
52508,-21,48447
53018,-22,48432
53566,-23,48418
54172,-26,48404
54718,-29,48393
55305,-25,48382
55820,-24,48373
56368,-24,48364
56915,-15,48357
57495,-27,48348
58041,-25,48338
58556,-27,48331
59163,-25,48320
59709,-24,48309
60296,-23,48296
60847,-26,48282
61362,-22,48267
61915,-23,48250
62495,-22,48229
63038,-18,48209
63554,-18,48186
64096,-18,48163
64644,-24,48137
65229,-19,48108
65783,-19,48082
66362,-18,48053
66915,-24,48028
67495,-23,48003
68037,-26,47985
68552,-21,47969
69159,-24,47954
69705,-24,47944
70292,-41,47936
70842,-26,47930
71358,-26,47925
71905,-26,47921
72420,-26,47917
72970,-24,47913
73518,-25,47908
74094,-23,47900
74642,-24,47890
75227,-22,47880
75774,-21,47868
76289,-25,47854
76838,-21,47839
77354,-21,47821
77907,-21,47802
78423,-20,47781
78976,-21,47757
79491,-20,47731
80033,-23,47703
80581,-19,47672
81155,-22,47637
81702,-23,47605
82289,-23,47569
82840,-21,47535
83356,-23,47509
83915,-27,47480
84495,-22,47450
85036,-20,47425
85552,-22,47400
86159,-29,47375
86704,-22,47354
87291,-26,47332
87842,-26,47315
88357,-25,47300
88904,-23,47287
89452,-25,47275
90034,-21,47263
90581,-20,47254
