1306,-1,51878,-13
1772,-7,51878,-13
2239,-8,51878,-13
2706,-1,51876,-13
3173,-15,51875,-13
3639,-10,51872,-13
4106,-13,51869,-13
4573,-12,51866,-13
5039,-16,51862,-13
5505,-11,51859,-13
5969,-17,51855,-13
6438,-9,51850,-13
6904,-16,51846,-13
7367,-13,51842,-13
7833,-31,51838,-13
8314,-15,51834,-13
8780,-17,51831,-13
9247,-9,51828,-13
9714,-17,51824,-13
10181,-11,51821,-13
10648,-16,51818,-13
11115,-7,51816,-13
11581,-11,51813,-13
12048,-9,51811,-13
12514,-11,51810,-13
12978,-16,51808,-13
13447,-13,51808,-13
13914,-15,51808,-13
14436,-16,51808,-13
14903,-14,51808,-13
15439,-4,51807,-13
15905,-12,51807,-13
16368,-16,51807,-13
16853,4,51807,-13
17316,-15,51807,-13
17782,-11,51807,-13
18250,-15,51807,-13
18716,-9,51807,-13
19183,-11,51807,-13
19650,-13,51807,-13
20098,-12,51807,-13
20565,-15,51807,-13
21050,-12,51807,-13
21517,-16,51807,-13
21981,-14,51807,-13
22450,-14,51807,-13
22898,-4,51806,-13
23378,-13,51806,-13
23845,-9,51806,-13
24306,-12,51805,-13
24773,12,51804,-13
25238,-14,51803,-13
25704,-15,51802,-13
26169,3,51800,-13
26636,-14,51799,-13
27103,-5,51797,-13
27569,-11,51794,-13
28036,-24,51793,-13
28503,-12,51791,-13
28967,-16,51789,-13
29437,-13,51787,-13
29904,-13,51785,-13
30367,-14,51782,-13
30833,-14,51781,-13
31314,-15,51779,-13
31780,-13,51777,-13
32245,-14,51774,-13
32712,-9,51772,-13
33176,-16,51770,-13
33643,-16,51768,-13
34108,-12,51765,-13
34575,-18,51763,-13
35042,-14,51762,-13
35508,-12,51759,-13
35972,-13,51757,-13
36441,-19,51754,-13
36908,-6,51752,-13
37444,-21,51750,-13
37910,-16,51747,-13
38447,-13,51744,-13
38914,-10,51742,-13
39432,-13,51739,-13
39918,-14,51738,-13
40440,-11,51735,-13
40906,-15,51733,-13
41442,-19,51731,-13
41909,-12,51728,-13
42446,-13,51726,-13
42912,-20,51722,-13
43431,-15,51720,-13
43898,-9,51716,-13
44377,-11,51713,-13
44844,-9,51710,-13
45307,-12,51706,-13
