1267,2,51915,-37
1734,-28,51915,-37
2197,-33,51915,-37
2666,-40,51913,-37
3133,-32,51908,-37
3669,-36,51898,-37
4151,-32,51886,-37
4657,-35,51871,-37
5123,-27,51855,-37
5589,-41,51837,-37
6056,-35,51818,-37
6536,-30,51798,-37
7003,-36,51778,-37
7468,-24,51758,-37
7935,-37,51737,-37
8401,-40,51717,-37
8868,-37,51697,-37
9335,-37,51679,-37
9802,-36,51660,-37
10269,-40,51647,-37
10735,-40,51634,-37
11199,-37,51624,-37
11668,-38,51617,-37
12150,-34,51612,-37
12656,-34,51610,-37
13123,-38,51610,-37
13608,-37,51610,-37
14056,-39,51614,-37
14537,-36,51620,-37
15003,-36,51625,-37
15468,-36,51629,-37
15935,-37,51633,-37
16399,-33,51635,-37
16866,-38,51636,-37
17333,-35,51637,-37
17799,-36,51637,-37
18266,-34,51633,-37
18732,-36,51627,-37
19196,-31,51619,-37
19665,-33,51609,-37
20131,-25,51598,-37
20667,-34,51585,-37
21149,-35,51572,-37
21656,-38,51557,-37
22122,-34,51543,-37
22588,-36,51529,-37
23055,-32,51515,-37
23535,-42,51502,-37
24002,-41,51489,-37
24466,-40,51477,-37
24933,-38,51467,-37
25400,-40,51458,-37
25867,-38,51450,-37
26334,-33,51442,-37
26800,-35,51435,-37
27267,-36,51429,-37
27734,-34,51424,-37
28197,-34,51418,-37
28666,-44,51413,-37
29133,-32,51408,-37
29669,-34,51401,-37
30155,-37,51394,-37
30661,-42,51384,-37
31128,-36,51373,-37
31594,-37,51364,-37
32060,-34,51353,-37
32523,-34,51341,-37
32989,-34,51327,-37
33454,-30,51312,-37
33920,-38,51296,-37
34387,-39,51279,-37
34854,-31,51260,-37
35338,-29,51241,-37
35805,-30,51221,-37
36271,-33,51201,-37
36719,-38,51181,-37
37201,-31,51161,-37
37670,-39,51141,-37
38153,-30,51124,-37
38659,-38,51105,-37
39126,-40,51090,-37
39592,-37,51076,-37
40059,-38,51065,-37
40521,-37,51054,-37
40988,-38,51046,-37
41453,-35,51037,-37
41920,-42,51029,-37
42386,-41,51020,-37
42852,-37,51014,-37
43336,-38,51006,-37
43802,-37,50997,-37
44268,-47,50987,-37
44734,-40,50975,-37
45197,-32,50963,-37
45666,-41,50950,-37
46133,-37,50934,-37
46669,-38,50913,-37
47151,-38,50893,-37
47657,-36,50868,-37
48124,-38,50844,-37
48590,-37,50819,-37
49056,-38,50792,-37
49537,-35,50765,-37
50003,-36,50738,-37
50468,-41,50711,-37
50934,-35,50686,-37
51401,-36,50662,-37
51868,-42,50640,-37
52335,-34,50621,-37
52802,-33,50604,-37
53268,-41,50589,-37
53735,-41,50576,-37
54198,-31,50565,-37
54667,-42,50555,-37
55134,-31,50545,-37
55651,-30,50534,-37
56118,-40,50523,-37
56584,-30,50510,-37
57069,-39,50499,-37
57531,-30,50485,-37
57997,-30,50469,-37
58462,-38,50451,-37
58929,-39,50432,-37
59394,-40,50408,-37
59861,-41,50388,-37
60327,-28,50363,-37
60794,-27,50337,-37
61261,-28,50311,-37
61727,-39,50284,-37
62191,-39,50257,-37
62660,-27,50231,-37
63127,-38,50204,-37
63663,-41,50174,-37
64145,-43,50149,-37
64595,-40,50122,-37
65062,-43,50096,-37
65525,-29,50069,-37
65991,-44,50039,-37
66457,-44,50017,-37
66924,-43,49991,-37
67389,-45,49967,-37
67856,-46,49944,-37
68323,-49,49923,-37
68789,-32,49903,-37
69256,-34,49885,-37
69723,-46,49869,-37
70187,-33,49853,-37
70656,-47,49839,-37
71123,-36,49824,-37
71584,-35,49810,-37
72069,-36,49794,-37
72531,-34,49777,-37
72998,-39,49758,-37
73465,-34,49737,-37
73932,-37,49714,-37
74397,-31,49688,-37
74863,-32,49660,-37
75329,-36,49631,-37
75795,-35,49595,-37
76261,-33,49567,-37
76728,-31,49533,-37
77192,-45,49499,-37
77661,-44,49464,-37
78127,-27,49430,-37
78594,-26,49396,-37
79061,-39,49362,-37
79523,-25,49329,-37
79989,-41,49297,-37
80456,-36,49264,-37
80922,-39,49233,-37
81387,-43,49198,-37
81853,-36,49173,-37
82337,-37,49146,-37
82785,-34,49121,-37
83269,-38,49098,-37
83717,-34,49077,-37
84198,-34,49057,-37
84667,-38,49038,-37
85134,-35,49019,-37
85651,-26,48998,-37
86152,-37,48978,-37
86658,-34,48953,-37
87125,-33,48930,-37
87590,-32,48905,-37
88057,-33,48878,-37
88538,-32,48849,-37
88985,-37,48817,-37
89469,-35,48784,-37
89935,-34,48750,-37
90384,-35,48710,-37
90850,-35,48679,-37
91336,-37,48643,-37
91784,-35,48607,-37
92251,-36,48570,-37
92717,-36,48533,-37
93199,-35,48495,-37
93668,-36,48456,-37
94116,-36,48418,-37
94583,-36,48379,-37
95049,-36,48342,-37
95531,-41,48306,-37
95998,-39,48271,-37
96462,-31,48238,-37
96929,-37,48206,-37
