0.0,0.4725986074,-0.0566866033,0.528,0.7405570285
0.002,0.4822774584,-0.0549349325,0.528,0.7187216177
0.004,0.4883380714,-0.0532420269,0.528,0.6956458823
0.006,0.4983290643,-0.0516380142,0.528,0.67367706
0.008,0.4998151097,-0.0501392674,0.528,0.6554463182
0.01,0.5009321506,-0.0487240618,0.528,0.6404946536
0.012,0.5015931632,-0.0474195117,0.528,0.6363152161
0.014,0.504588474,-0.0461580902,0.528,0.6388252614
0.016,0.5037398249,-0.0449096847,0.528,0.6483466414
0.018,0.5048642229,-0.0436252847,0.528,0.6554266457
0.02,0.5056837628,-0.0423154617,0.528,0.6586314949
0.022,0.5059555078,-0.040997997,0.528,0.6587458837
0.024,0.5053288464,-0.0396819458,0.528,0.6581444633
0.026,0.5046440212,-0.0383622509,0.528,0.6591231895
0.028,0.5047007506,-0.0370282518,0.528,0.6623279085
0.03,0.5042678664,-0.0356692942,0.528,0.6677695505
0.032,0.5042353855,-0.0342600475,0.528,0.6774879559
0.034,0.5030814681,-0.0328303037,0.528,0.6858912768
0.036,0.501588455,-0.0313784333,0.528,0.6936845461
0.038,0.5011393921,-0.0298913749,0.528,0.7022943605
0.04,0.4998478858,-0.028408725,0.528,0.7083596388
0.042,0.5026775926,-0.0269110361,0.528,0.7141822275
0.044,0.5037317699,-0.0253713755,0.528,0.7193626195
0.046,0.5017550594,-0.0237734999,0.528,0.724165628
0.048,0.5022142578,-0.0221045034,0.528,0.7338710593
0.05,0.5044810124,-0.0204395271,0.528,0.7425972082
0.052,0.5034580695,-0.0187753418,0.528,0.7523948713
0.054,0.5063360803,-0.0171271462,0.528,0.7640166439
0.056,0.5073817201,-0.0154872401,0.528,0.7838815501
0.058,0.5067343955,-0.0139030257,0.528,0.8056034227
0.06,0.5057586417,-0.0123323368,0.528,0.8331506796
0.062,0.5024226085,-0.0106907066,0.528,0.8667567654
0.064,0.5015937118,-0.0090489272,0.528,0.8990236188
0.066,0.5041304947,-0.0072402237,0.528,0.9216872285
0.068,0.5054399429,-0.0053646287,0.528,0.9406184875
0.07,0.5069410473,-0.0034115788,0.528,0.9601533651
0.072,0.5100129008,-0.001454137,0.528,0.9776868903
0.074,0.5109727513,0.0004991469,0.528,1.0002254385
0.076,0.5084666684,0.0025004463,0.528,1.0243421861
0.078,0.506670585,0.0045600509,0.528,1.0536766034
0.08,0.5064833743,0.0066289802,0.528,1.0788806125
0.082,0.5077660915,0.0087349112,0.528,1.1034524479
0.084,0.5096906819,0.0109561203,0.528,1.1215210378
0.086,0.5120623513,0.0132619237,0.528,1.1399879481
0.088,0.5118697504,0.0155905281,0.528,1.1558759049
0.09,0.5122427748,0.0179384775,0.528,1.1742554577
0.092,0.5128259353,0.0203694389,0.528,1.1955391787
0.094,0.5153805987,0.0227769517,0.528,1.2162490316
0.096,0.5136706501,0.0251456258,0.528,1.241913618
0.098,0.5146444553,0.0275911768,0.528,1.2637720814
0.1,0.5150165971,0.0301288449,0.528,1.2854210388
0.102,0.5169989923,0.0327110411,0.528,1.3030539058
0.104,0.5204362345,0.0353300631,0.528,1.3216995281
0.106,0.5216398123,0.0380200679,0.528,1.3386971215
0.108,0.5212407113,0.0407438831,0.528,1.3567443698
0.11,0.5218893659,0.0435280418,0.528,1.378444552
0.112,0.5216777561,0.0462576048,0.528,1.4011905669
0.114,0.5229535609,0.0490537835,0.528,1.4216020522
0.116,0.5252428944,0.0518955911,0.528,1.4413995137
0.118,0.5256563167,0.0547874755,0.528,1.4649873521
0.12,0.5279460679,0.0577372195,0.528,1.4827743669
0.122,0.528222231,0.0607347936,0.528,1.49970273
0.124,0.5283485255,0.0637934697,0.528,1.5184029766
0.126,0.5306614604,0.0668462963,0.528,1.5353105932
0.128,0.5311718671,0.0698905779,0.528,1.5558484729
0.13,0.529706603,0.0729970099,0.528,1.574734847
0.132,0.5284389403,0.0761836055,0.528,1.5953571902
0.134,0.5279344882,0.0793928361,0.528,1.6127765237
0.136,0.5276576517,0.0826131323,0.528,1.6312282828
0.138,0.526948005,0.0858932154,0.528,1.6469404567
0.14,0.5249449111,0.0892261111,0.528,1.6649871842
0.142,0.5255132765,0.0925265069,0.528,1.6842073848
0.144,0.5243387961,0.0958851343,0.528,1.7013838153
0.146,0.5222339394,0.0993036871,0.528,1.7198478562
0.148,0.5231572621,0.1027441861,0.528,1.7353892662
0.15,0.5232183078,0.106207814,0.528,1.7522932913
0.152,0.5218720235,0.10973543,0.528,1.7672510331
0.154,0.5222285669,0.1133147058,0.528,1.784985277
0.156,0.5254162962,0.1168842764,0.528,1.8013045844
0.158,0.5252085503,0.1204426406,0.528,1.819523503
0.16,0.5242388142,0.1240652306,0.528,1.8342884974
0.162,0.5229808774,0.1277428804,0.528,1.8495618398
0.164,0.5219371148,0.1314343357,0.528,1.862542749
0.166,0.5226401657,0.1351376478,0.528,1.8765524036
0.168,0.5227239579,0.1388891377,0.528,1.8889640417
0.17,0.5210003987,0.1426826584,0.528,1.9032993804
0.172,0.5194380244,0.1464535837,0.528,1.9184825616
0.174,0.5192289383,0.150274662,0.528,1.9312851911
0.176,0.5185484929,0.1541274653,0.528,1.9431806586
0.178,0.5185465783,0.1580288787,0.528,1.9552941772
0.18,0.5173538578,0.1619209841,0.528,1.9665873681
0.182,0.5182778194,0.1658561191,0.528,1.9764783508
0.184,0.5179914262,0.1698305492,0.528,1.9881505951
0.186,0.5180737585,0.1738069866,0.528,1.9988937944
0.188,0.5188325395,0.1778042257,0.528,2.0098818309
0.19,0.5197045062,0.1817996861,0.528,2.0221341836
0.192,0.5206109173,0.1858564736,0.528,2.0332382369
0.194,0.521756734,0.1899205962,0.528,2.0428044368
0.196,0.5215934421,0.1940043844,0.528,2.0519888055
0.198,0.5227492698,0.1980877794,0.528,2.0619296307
0.2,0.5205171508,0.202210987,0.528,2.0710166172
0.202,0.5202486057,0.2063410503,0.528,2.0791281593
0.204,0.5200794311,0.2104793869,0.528,2.0878686973
0.206,0.5204648779,0.2146519481,0.528,2.0949494715
0.208,0.5215594404,0.218846106,0.528,2.1025210102
0.21,0.5209162189,0.2230418906,0.528,2.1091238138
0.212,0.5219759534,0.2272353403,0.528,2.1169007492
0.214,0.5209825855,0.231463462,0.528,2.1242125186
0.216,0.5198637762,0.2357046555,0.528,2.1306523132
0.218,0.5204261571,0.2399625503,0.528,2.1364544949
0.22,0.5211175155,0.2442242271,0.528,2.1428393714
0.222,0.5204358086,0.2485210641,0.528,2.1494036841
0.224,0.522133911,0.2528214221,0.528,2.1549829714
0.226,0.5233912715,0.2571168363,0.528,2.1601595513
0.228,0.5231241497,0.2614232273,0.528,2.1638084063
0.23,0.5227804091,0.2657320755,0.528,2.1675972921
0.232,0.5232622781,0.2700436739,0.528,2.1714808923
0.234,0.5220694597,0.2743532654,0.528,2.1766372206
0.236,0.5204112903,0.2786912456,0.528,2.1812763111
0.238,0.5198649864,0.2830396736,0.528,2.1848446685
0.24,0.5194888168,0.2873972683,0.528,2.1876519651
0.242,0.5194157364,0.2917538226,0.528,2.1901388368
0.244,0.5187395325,0.2961201262,0.528,2.1916324234
0.246,0.5194899627,0.3004894039,0.528,2.1928499467
