1284,1,49218,33
1767,25,49218,33
2234,25,49218,33
2699,32,49220,33
3165,25,49224,33
3631,30,49232,33
4097,32,49241,33
4561,35,49252,33
5030,26,49265,33
5493,32,49280,33
5962,33,49296,33
6429,37,49313,33
6947,26,49333,33
7433,32,49352,33
7951,31,49376,33
8418,30,49398,33
8899,31,49421,33
9365,23,49447,33
9827,34,49474,33
10294,27,49504,33
10761,39,49536,33
11227,41,49576,33
11694,38,49608,33
12160,27,49647,33
12627,27,49688,33
13094,32,49731,33
13558,25,49775,33
14027,29,49822,33
14509,28,49871,33
15015,34,49931,33
15497,29,49988,33
15947,28,50045,33
16414,32,50103,33
16894,30,50162,33
17361,33,50220,33
17828,47,50278,33
18294,34,50336,33
18761,34,50390,33
19228,41,50439,33
19695,41,50479,33
20161,41,50509,33
20627,42,50527,33
21094,44,50533,33
21558,41,50532,33
22027,42,50517,33
22490,34,50494,33
22959,40,50466,33
23426,37,50436,33
23944,33,50401,33
24430,30,50373,33
24949,31,50346,33
25415,26,50328,33
25896,30,50314,33
26363,29,50305,33
26825,26,50300,33
27291,31,50300,33
27758,27,50300,33
28224,26,50307,33
28691,31,50317,33
29157,30,50331,33
29624,27,50348,33
30091,25,50367,33
30554,27,50389,33
31023,25,50415,33
31505,26,50442,33
32012,36,50476,33
32494,36,50508,33
32962,30,50542,33
33429,27,50580,33
33948,23,50625,33
34414,36,50667,33
34877,34,50711,33
35344,34,50754,33
35824,35,50795,33
36291,38,50837,33
36756,37,50864,33
37222,36,50888,33
37687,36,50905,33
38154,37,50914,33
38618,36,50917,33
39085,36,50917,33
39549,32,50911,33
40017,32,50903,33
40500,32,50893,33
40951,34,50884,33
41418,29,50877,33
41954,28,50871,33
42421,33,50870,33
42884,34,50870,33
43350,28,50870,33
43815,30,50877,33
44282,16,50885,33
44747,35,50896,33
45213,15,50908,33
45679,33,50923,33
46164,31,50939,33
46611,34,50956,33
47096,29,50976,33
47559,33,50998,33
48028,28,51022,33
48492,31,51048,33
48961,31,51078,33
49409,37,51109,33
49890,33,51143,33
50356,34,51180,33
50818,38,51218,33
51284,32,51259,33
51749,29,51300,33
52216,26,51342,33
52683,32,51386,33
53149,30,51429,33
53616,15,51473,33
54083,40,51522,33
54546,38,51557,33
55015,38,51594,33
55482,33,51627,33
55947,35,51655,33
56414,21,51677,33
56895,39,51693,33
57362,22,51704,33
57824,39,51712,33
58290,41,51717,33
58755,37,51720,33
59221,23,51722,33
59686,24,51726,33
60153,22,51730,33
60618,22,51738,33
61085,24,51748,33
61549,35,51761,33
62017,27,51776,33
62500,24,51794,33
62950,27,51814,33
63416,26,51837,33
63879,28,51866,33
64345,29,51890,33
64810,29,51920,33
65295,26,51952,33
65742,35,51985,33
66227,31,52019,33
66693,35,52060,33
67159,33,52092,33
67625,37,52129,33
68092,30,52167,33
68555,29,52206,33
69024,32,52245,33
69491,31,52286,33
70012,32,52332,33
70495,43,52372,33
70945,28,52411,33
71411,28,52448,33
71892,28,52487,33
72359,28,52515,33
72820,28,52545,33
73287,28,52572,33
73752,28,52597,33
74218,27,52621,33
74685,28,52645,33
75152,27,52668,33
75619,28,52691,33
76085,27,52716,33
76549,28,52735,33
77018,40,52757,33
77485,39,52779,33
77950,20,52802,33
78417,28,52824,33
78879,29,52846,33
79346,26,52869,33
79826,31,52893,33
80293,30,52918,33
80757,31,52944,33
81224,30,52972,33
81689,29,53003,33
82156,29,53036,33
82621,32,53071,33
83088,29,53108,33
83552,34,53148,33
84020,31,53188,33
84503,34,53230,33
85009,11,53277,33
85510,29,53319,33
86016,32,53368,33
86483,28,53412,33
86950,31,53455,33
87416,32,53498,33
87879,38,53539,33
88345,28,53579,33
88827,38,53615,33
89275,35,53653,33
89759,42,53679,33
90207,33,53707,33
90691,35,53733,33
91158,34,53757,33
91624,33,53782,33
92091,32,53808,33
92555,30,53835,33
93024,39,53863,33
93506,41,53893,33
94013,32,53930,33
94480,33,53963,33
94946,32,54001,33
95413,29,54031,33
95875,31,54070,33
96342,34,54101,33
96823,36,54138,33
97289,26,54177,33
97755,40,54217,33
98221,34,54260,33
98687,37,54305,33
99153,33,54350,33
99619,36,54395,33
100086,33,54447,33
100549,35,54485,33
101018,34,54528,33
101500,35,54571,33
101950,27,54613,33
102417,38,54655,33
102880,39,54696,33
103346,36,54736,33
103811,34,54775,33
104277,37,54812,33
104743,37,54846,33
105209,33,54877,33
105675,36,54908,33
106160,30,54938,33
106607,31,54969,33
107093,30,55001,33
107556,35,55033,33
108006,34,55067,33
108489,36,55103,33
108957,34,55139,33
109424,30,55176,33
109943,28,55220,33
110409,35,55260,33
110890,35,55302,33
111356,34,55345,33
111819,31,55392,33
112285,35,55441,33
112750,29,55491,33
113217,34,55543,33
113684,33,55594,33
114150,15,55645,33
114617,35,55695,33
115084,29,55743,33
115548,33,55790,33
116017,31,55835,33
116484,34,55885,33
116949,33,55921,33
117416,35,55962,33
117879,27,56000,33
118345,41,56037,33
118807,36,56074,33
119292,30,56110,33
119758,31,56148,33
120206,35,56186,33
120690,32,56225,33
121156,31,56265,33
121623,40,56305,33
122071,41,56345,33
122554,39,56385,33
123022,40,56425,33
123505,24,56465,33
124012,36,56511,33
124479,31,56553,33
124945,30,56597,33
125411,32,56643,33
125892,28,56691,33
126359,29,56739,33
126821,28,56788,33
127287,34,56837,33
127753,33,56886,33
128219,32,56937,33
128685,29,56988,33
129152,30,57040,33
129617,42,57092,33
130084,41,57144,33
130548,28,57194,33
131016,38,57242,33
131499,27,57289,33
131949,38,57336,33
132415,40,57382,33
132878,29,57427,33
133345,30,57471,33
133809,30,57515,33
134276,31,57557,33
134760,31,57598,33
135208,41,57639,33
135673,32,57680,33
136140,34,57721,33
136606,32,57764,33
137072,32,57808,33
137554,32,57854,33
138023,32,57900,33
138471,32,57946,33
138951,30,57993,33
139418,32,58041,33
139955,36,58097,33
140422,28,58147,33
140941,32,58206,33
141407,32,58260,33
141889,31,58314,33
142356,31,58368,33
142823,36,58421,33
143290,31,58475,33
143756,39,58528,33
144204,33,58582,33
144690,35,58636,33
145157,31,58690,33
145605,32,58744,33
146146,27,58804,33
146613,38,58858,33
147080,30,58911,33
147544,36,58964,33
148012,31,59018,33
148494,33,59069,33
148944,31,59119,33
149411,35,59168,33
149873,32,59222,33
150358,31,59263,33
150820,32,59311,33
151287,29,59361,33
151753,33,59410,33
152220,26,59461,33
152687,33,59519,33
153154,31,59562,33
153620,35,59614,33
154087,35,59665,33
154551,32,59718,33
155020,33,59772,33
155486,34,59832,33
156008,35,59885,33
156490,32,59939,33
156940,35,59992,33
157407,23,60046,33
157888,34,60108,33
158354,33,60156,33
158816,31,60212,33
159283,35,60268,33
