0.0,0.2367517279,-0.0199565766,0.288,0.5149949184
0.002,0.241566355,-0.0186808171,0.288,0.4947920958
0.004,0.2462372692,-0.0174953574,0.288,0.4766333659
0.006,0.2494972261,-0.01635388,0.288,0.4568168832
0.008,0.2520657917,-0.015321918,0.288,0.442406738
0.01,0.2542831542,-0.0143422709,0.288,0.4285279362
0.012,0.2571113186,-0.0134106981,0.288,0.4148673618
0.014,0.2595461615,-0.0125125091,0.288,0.3983796394
0.016,0.261439391,-0.0116802266,0.288,0.3859232287
0.018,0.2633320465,-0.0108911224,0.288,0.3742398335
0.02,0.264948572,-0.0101415262,0.288,0.3632328837
0.022,0.2663795517,-0.0094303699,0.288,0.3500992782
0.024,0.2676034829,-0.0087551192,0.288,0.3398612198
0.026,0.2687098283,-0.0081140667,0.288,0.3296414819
0.028,0.2697444846,-0.0075069772,0.288,0.3195343114
0.03,0.2707645294,-0.0069343162,0.288,0.3093948172
0.032,0.2717196601,-0.0064144681,0.288,0.2968014765
0.034,0.2726347267,-0.0059115329,0.288,0.2868881632
0.036,0.2732520105,-0.0054388072,0.288,0.2772883336
0.038,0.2743191767,-0.0049938957,0.288,0.2680798565
0.04,0.2747959634,-0.0046015849,0.288,0.2571926616
0.042,0.2780859799,-0.0041343389,0.288,0.2435198237
0.044,0.2787701996,-0.0036498278,0.288,0.2268424799
0.046,0.2805088489,-0.0031767006,0.288,0.2092384218
0.048,0.2807079574,-0.002683525,0.288,0.1882857597
0.05,0.2806445908,-0.0022701937,0.288,0.1685585226
0.052,0.2809510843,-0.0018619308,0.288,0.1506893003
0.054,0.2812492507,-0.0014853071,0.288,0.1335423608
0.056,0.2814643304,-0.0011108697,0.288,0.1150739186
0.058,0.281786178,-0.0008273687,0.288,0.100459641
0.06,0.2824586471,-0.000566753,0.288,0.0886036344
0.062,0.282941084,-0.0003384972,0.288,0.0784169745
0.064,0.2833661985,-0.000119578,0.288,0.0683721622
0.066,0.2835879012,4.78978e-05,0.288,0.061208105
0.068,0.2840685691,0.0002015748,0.288,0.0559921695
0.07,0.2839790444,0.0003390153,0.288,0.0519335936
0.072,0.2833678582,0.0004725503,0.288,0.048092229
0.074,0.2834877538,0.0005904946,0.288,0.04502103
0.076,0.2837840739,0.000708112,0.288,0.0419184138
0.078,0.2833604188,0.0008334892,0.288,0.037787059
0.08,0.2830791958,0.0009440476,0.288,0.0343138754
0.082,0.283399929,0.0010450189,0.288,0.0309062236
0.084,0.2834989667,0.0011353635,0.288,0.0279947824
0.086,0.2832719928,0.0012186033,0.288,0.0253006086
0.088,0.2830283139,0.0012875633,0.288,0.0239149826
0.09,0.2826443865,0.0013560082,0.288,0.0232034757
0.092,0.2833089945,0.001428789,0.288,0.0231812562
0.094,0.2835527866,0.0015098758,0.288,0.0238316784
0.096,0.2830786962,0.0015959337,0.288,0.0258312264
0.098,0.283028997,0.0017074127,0.288,0.0303511271
0.1,0.2822702463,0.0018270714,0.288,0.0359196381
0.102,0.2829949458,0.0019649822,0.288,0.0439743442
0.104,0.2826075492,0.0021361915,0.288,0.0537475367
0.106,0.2827622464,0.0023758526,0.288,0.0679866802
0.108,0.2836913229,0.0026310476,0.288,0.0823341717
0.11,0.282444787,0.0029385831,0.288,0.0990210192
0.112,0.2828923725,0.0032835514,0.288,0.1188840668
0.114,0.2806951995,0.0037550696,0.288,0.1444353885
0.116,0.2829348554,0.0042358978,0.288,0.1686145272
0.118,0.28321225,0.0047756644,0.288,0.1950566666
0.12,0.2851725059,0.0053301167,0.288,0.2244585327
0.122,0.2859442138,0.0059725812,0.288,0.2546495712
0.124,0.2871870503,0.0065450081,0.288,0.2772070589
0.126,0.2851247236,0.0071142993,0.288,0.2973291662
0.128,0.2842769936,0.0076936435,0.288,0.3160223472
0.13,0.2840552417,0.008282499,0.288,0.338743758
0.132,0.2840639723,0.0089150036,0.288,0.3568122298
0.134,0.2855959125,0.0095804327,0.288,0.3748528489
0.136,0.2847443252,0.0102743743,0.288,0.3925058509
0.138,0.2847210121,0.0109692133,0.288,0.4135738497
0.14,0.2848235384,0.0117063746,0.288,0.429393035
0.142,0.2836905514,0.0124626727,0.288,0.4441700456
0.144,0.2842693944,0.0132348204,0.288,0.4577342472
0.146,0.2840523534,0.0139821662,0.288,0.4729039058
0.148,0.2834026808,0.014779307,0.288,0.48373539
0.15,0.2833135473,0.0155930418,0.288,0.4935239052
0.152,0.2817875294,0.0164278422,0.288,0.5024892393
0.154,0.2809514653,0.0172531273,0.288,0.5128701779
0.156,0.2814161351,0.0181531314,0.288,0.5208299692
0.158,0.2819763759,0.019086675,0.288,0.528176407
0.16,0.2835367316,0.0200442768,0.288,0.5341256395
0.162,0.2839617493,0.0210114275,0.288,0.5397119312
0.164,0.2829313333,0.0220245515,0.288,0.542262718
0.166,0.2835921037,0.0230677277,0.288,0.5436797724
0.168,0.2834619239,0.0241375458,0.288,0.5440160075
0.17,0.28297684,0.0252290395,0.288,0.5425481506
0.172,0.2816086796,0.0263261869,0.288,0.5391721754
0.174,0.2796911246,0.0274360877,0.288,0.5347158828
0.176,0.2779283901,0.0285613808,0.288,0.5297202858
0.178,0.2788235914,0.0297329856,0.288,0.5238879323
0.18,0.2803919286,0.0308981939,0.288,0.5200199259
0.182,0.2796883732,0.0320699182,0.288,0.5170004138
0.184,0.28213353,0.0332449688,0.288,0.5149421957
0.186,0.2825915548,0.034435758,0.288,0.512286137
0.188,0.2826483804,0.0356020278,0.288,0.5132075991
0.19,0.2840622332,0.0367244334,0.288,0.5140089715
0.192,0.2829117655,0.0378227455,0.288,0.5160649176
0.194,0.2843026847,0.038893109,0.288,0.5206533462
0.196,0.2817147627,0.0399571308,0.288,0.5295891123
0.198,0.2817882932,0.0409958092,0.288,0.5409792064
0.2,0.2797080466,0.0420379846,0.288,0.5544501037
0.202,0.2782167254,0.0430893165,0.288,0.5699533502
0.204,0.277421064,0.0442460493,0.288,0.5827873974
0.206,0.2785737116,0.0454299511,0.288,0.592480224
0.208,0.2797164514,0.0466364641,0.288,0.6006529648
0.21,0.2798380193,0.047840404,0.288,0.6093097795
0.212,0.2797015187,0.0490722866,0.288,0.6181626328
0.214,0.2788560165,0.0502938693,0.288,0.6263168183
0.216,0.2802015178,0.0515183052,0.288,0.6341779703
0.218,0.2809803971,0.0527286433,0.288,0.6425975638
0.22,0.2806257985,0.0539648989,0.288,0.6488431691
0.222,0.2813166327,0.0552073182,0.288,0.6539486339
0.224,0.2807721745,0.0564641581,0.288,0.6581706671
0.226,0.2805945894,0.0577267022,0.288,0.6620383318
0.228,0.281758778,0.0590138891,0.288,0.6639335498
0.23,0.2831106057,0.0603189072,0.288,0.6654981793
0.232,0.2851360312,0.0616438813,0.288,0.6674644374
0.234,0.2859318685,0.0629827139,0.288,0.670678671
0.236,0.2863019262,0.0643484196,0.288,0.6759108019
0.238,0.2853848294,0.065726035,0.288,0.6822002411
0.24,0.2852014023,0.0671232836,0.288,0.6903195476
0.242,0.2844858363,0.0685607594,0.288,0.6984533762
0.244,0.286556441,0.0700385526,0.288,0.7082130471
0.246,0.2864129377,0.0714917477,0.288,0.7155891448
0.248,0.2877011832,0.0729317326,0.288,0.7214655259
0.25,0.2882237122,0.0743674045,0.288,0.7256204554
0.252,0.288724426,0.075808986,0.288,0.7287036274
0.254,0.2899365362,0.0772826764,0.288,0.7315181731
0.256,0.292217321,0.0787728774,0.288,0.7350314537
0.258,0.2918524044,0.0802710849,0.288,0.7406307855
0.26,0.2914703289,0.0817866683,0.288,0.7475886564
0.262,0.2919338663,0.0833231195,0.288,0.7562638732
0.264,0.2895678328,0.0848390248,0.288,0.7634036839
0.266,0.2883386201,0.0863546481,0.288,0.7699184072
0.268,0.2860343701,0.0878730743,0.288,0.7763889021
0.27,0.2849265664,0.0894295909,0.288,0.7814253542
0.272,0.2848226175,0.0909979151,0.288,0.7852209591
0.274,0.2872754185,0.0925805401,0.288,0.7887843798
0.276,0.2864972916,0.0941754496,0.288,0.7939100036
0.278,0.2854204446,0.0957713422,0.288,0.7987619561
0.28,0.2875722094,0.097373924,0.288,0.8042957734
0.282,0.2910784839,0.0989839353,0.288,0.8109253318
0.284,0.2915510387,0.1005873213,0.288,0.820023865
0.286,0.291551372,0.1021931693,0.288,0.8268328928
0.288,0.2915561912,0.1038062738,0.288,0.8327359852
0.29,0.2907859888,0.105429033,0.288,0.8380984581
0.292,0.2901696275,0.1070489257,0.288,0.8443983699
0.294,0.2893919984,0.1086949124,0.288,0.8492369828
0.296,0.2887058471,0.1103617023,0.288,0.8539004144
0.298,0.2881221978,0.1120488367,0.288,0.8579025437
0.3,0.2880914678,0.1137424061,0.288,0.8610119916
0.302,0.2878811071,0.1154490859,0.288,0.862095697
0.304,0.2880398497,0.1171642383,0.288,0.8623829311
0.306,0.2880074872,0.118889319,0.288,0.861918681
0.308,0.2868829721,0.1206271486,0.288,0.8602356613
0.31,0.2856036344,0.1223720105,0.288,0.8587876832
0.312,0.2849166393,0.1241199179,0.288,0.8580300679
